"device","cpu","mcs","txpower","mean_load","mean_throughput","mean_goodput","mean_snr","mean_q7","mean_q11","mean_q25","mean_bler","mean_bsr","mean_turbo_its","mean_dectime","mean_overflows","mean_underflows","mean_lates"
"I7-5600U @ 2.60GHz",0.15,12,-6,28.75,1.70612107309825,1.69316415475975,10.0059998966282,1,1,1,0.5585765,124934.359008045,3.78857629260614,1948.85554177185,0.245426301209883,0.242715100550921,14.2703173792726
"I7-5600U @ 2.60GHz",0.15,12,-5,2.3,1.27469521716189,1.24163425102212,6.37411803278689,0.348779625755262,0.330313557637055,0.304772910507928,0.721776,26623.6393442623,5.91049180327869,2435.98386272131,0.213114754098361,0.163934426229508,11.5245901639344
"I7-5600U @ 2.60GHz",0.15,12,-5,5.75,1.97771060750373,1.97428988985224,10.0851923076923,1,1,1,0.63218,120434.788461538,3.65307692307692,1206.15934869231,0.25,0.25,12.5192307692308
"I7-5600U @ 2.60GHz",0.15,12,-5,11.5,1.89455738981445,1.89002557910844,9.91875,1,1,1,0.61214,139556.964285714,3.78410714285714,1143.55266460714,0.25,0.25,13.6428571428571
"I7-5600U @ 2.60GHz",0.15,12,-5,17.25,1.65351825538058,1.60765791069376,10.1153585714286,1,1,1,0.506259,111180.971428571,3.66971428571429,2822.58998325714,0.228571428571429,0.214285714285714,12.8428571428571
"I7-5600U @ 2.60GHz",0.15,12,-5,23,1.59858628022722,1.58994053742727,11.917397260274,1,1,1,0.472709,110374.95890411,3.51260273972603,1513.901311,0.219178082191781,0.232876712328767,12.958904109589
"I7-5600U @ 2.60GHz",0.15,12,-5,28.75,0.758477261168094,0.742159023480546,10.8368308823529,1,1,1,0.59855,82917.1323529412,4.70794117647059,1984.38376320588,0.235294117647059,0.235294117647059,13.4852941176471
"I7-5600U @ 2.60GHz",0.15,12,-4,2.3,2.11585247313665,2.06176054380531,11.231135,0.541777299190343,0.529723221223221,0.484738203048548,0.546726,45233.2166666667,3.21583333333333,2717.53673501667,0.216666666666667,0.216666666666667,11.7833333333333
"I7-5600U @ 2.60GHz",0.15,12,-4,5.75,1.77840968010561,1.76337790546113,9.982605,0.897227891156463,0.894200680272109,0.8855,0.597825,110824.45,3.99033333333333,2138.33050131667,0.266666666666667,0.266666666666667,15.7833333333333
"I7-5600U @ 2.60GHz",0.15,12,-4,11.5,1.86192125407131,1.83925643162716,10.8447777777778,1,1,1,0.548489,126002.301587302,3.54555555555556,1599.54515439683,0.238095238095238,0.26984126984127,12.4603174603175
"I7-5600U @ 2.60GHz",0.15,12,-4,17.25,0.825518614282126,0.78428789865453,6.85950677966102,1,1,1,0.730167,115012.779661017,5.88830508474576,2122.48240532203,0.254237288135593,0.288135593220339,13.9322033898305
"I7-5600U @ 2.60GHz",0.15,12,-4,23,1.89087191965656,1.88271924378723,10.5648275862069,1,1,1,0.591642,137519.827586207,3.65431034482759,1954.58219963793,0.241379310344828,0.275862068965517,13.2758620689655
"I7-5600U @ 2.60GHz",0.15,12,-4,28.75,1.81244748264332,1.79348020494377,10.432953125,1,1,1,0.556566,123676.5,3.76953125,1413.80203245312,0.234375,0.25,13.203125
"I7-5600U @ 2.60GHz",0.15,12,-3,2.3,1.69899351758444,1.6569844567627,13.203445,0.582260683760684,0.568962703962704,0.46854176338959,0.555286,41851.4166666667,3.33683333333333,2457.2001823,0.216666666666667,0.216666666666667,11.5166666666667
"I7-5600U @ 2.60GHz",0.15,12,-3,5.75,1.83742685984533,1.82144027086194,11.52,0.88907797029703,0.88907797029703,0.88907797029703,0.544538,111514.9375,3.614375,1602.54331970313,0.234375,0.28125,14.359375
"I7-5600U @ 2.60GHz",0.15,12,-3,11.5,1.75562957460294,1.70296022581128,11.5196567164179,1,1,1,0.51571,116997.701492537,3.50417910447761,1392.94997668657,0.223880597014925,0.238805970149254,13.2089552238806
"I7-5600U @ 2.60GHz",0.15,12,-3,17.25,1.97287952392833,1.9673876289627,11.1625,1,1,1,0.61081,141346.285714286,3.73785714285714,1201.19151089286,0.25,0.25,13.5535714285714
"I7-5600U @ 2.60GHz",0.15,12,-3,23,1.50683769793242,1.49024267414131,13.4989705882353,1,1,1,0.517669,89268.6617647059,3.63338235294118,1024.82139820588,0.205882352941176,0.205882352941176,11.75
"I7-5600U @ 2.60GHz",0.15,12,-3,28.75,1.74676882586439,1.70798492517049,11.4233802816901,1,1,1,0.4962,113469.788732394,3.63084507042254,1625.97258747887,0.225352112676056,0.23943661971831,12.887323943662
"I7-5600U @ 2.60GHz",0.15,12,-2,2.3,2.11714268056197,2.05799707770348,12.6982567307692,0.557129758113585,0.543622240553511,0.505017090856534,0.602378,45800.5192307692,3.11980769230769,4429.01720251923,0.230769230769231,0.211538461538462,12.25
"I7-5600U @ 2.60GHz",0.15,12,-2,5.75,1.82346029501616,1.81389441937255,13.5643835616438,0.766682829753871,0.760896637608966,0.752403486924035,0.462897,92180.5205479452,3.37671232876712,1184.21159568493,0.219178082191781,0.232876712328767,13.3287671232877
"I7-5600U @ 2.60GHz",0.15,12,-2,11.5,1.89820413569539,1.89278105226614,11.9310526315789,1,1,1,0.59691,138047.543859649,3.65210526315789,2615.96092038596,0.245614035087719,0.263157894736842,12.7368421052632
"I7-5600U @ 2.60GHz",0.15,12,-2,17.25,1.71646858099133,1.69580284777391,12.3911940298507,1,1,1,0.52254,120619.985074627,3.58567164179104,1590.67081098507,0.223880597014925,0.238805970149254,12.7164179104478
"I7-5600U @ 2.60GHz",0.15,12,-2,23,1.7843311951984,1.76479512082945,12.4930746268657,1,1,1,0.516879,122032.432835821,3.51194029850746,953.904355179105,0.223880597014925,0.238805970149254,12.4477611940299
"I7-5600U @ 2.60GHz",0.15,12,-2,28.75,1.87572233233931,1.85865562035664,12.539375,1,1,1,0.53235,123655.265625,3.4303125,1385.86878967187,0.234375,0.21875,12.53125
"I7-5600U @ 2.60GHz",0.15,12,-1,2.3,1.96257119903446,1.90517498646006,14.1149194145759,0.553125947091251,0.52150975368334,0.473512416437291,0.528011333333333,47164.8750042669,3.12501732377539,2668.64001319178,0.232232462877624,0.210454002389486,13.1752517494453
"I7-5600U @ 2.60GHz",0.15,12,-1,5.75,1.88993580345826,1.86907022437945,13.0936732804233,0.88180995232158,0.879751322751323,0.877888888888889,0.546342666666667,109365.474603175,3.50312698412698,1866.77882616601,0.238888888888889,0.265608465608466,13.6952380952381
"I7-5600U @ 2.60GHz",0.15,12,-1,11.5,1.72898467388694,1.70779768952539,14.720720399319,1,1,1,0.497739,106448.850167673,3.40651044729918,1877.13679514493,0.227797554558118,0.247944074704638,12.5135995459939
"I7-5600U @ 2.60GHz",0.15,12,-1,17.25,1.8325007396102,1.81024419942067,12.5423457671958,1,1,1,0.573685,132851.89021164,3.77066137566138,2203.66316407937,0.240740740740741,0.25,13.3743386243386
"I7-5600U @ 2.60GHz",0.15,12,-1,23,1.94390456018553,1.93853945696103,12.5997240063435,1,1,1,0.592007,139778.627534939,3.73741000099118,1538.77745629325,0.244394885518882,0.255798394290812,13.0367925463376
"I7-5600U @ 2.60GHz",0.15,12,-1,28.75,1.32700026320267,1.29983211548714,9.71860432900433,1,1,1,0.604856666666667,111193.763588264,4.21337758537758,1781.97013732145,0.237710437710438,0.264189514189514,13.2520202020202
"I7-5600U @ 2.60GHz",0.15,12,4,2.3,1.7975929064684,1.74451335090316,18.6146342361111,0.654790540257678,0.638210863879931,0.597806814044921,0.541731,59681.6736111111,3.00041666666667,2582.53606838889,0.236111111111111,0.232638888888889,13.3645833333333
"I7-5600U @ 2.60GHz",0.15,12,4,5.75,1.65809640876464,1.64391631348583,18.2337724780702,0.854842079628748,0.852003626855601,0.852003626855601,0.556803,107992.21970943,3.42410910087719,4419.72031892037,0.248766447368421,0.212719298245614,13.7368421052632
"I7-5600U @ 2.60GHz",0.15,12,4,11.5,1.60721607646342,1.59699058818506,17.2192365378856,1,1,1,0.595037,127411.684336628,3.7042797244684,1917.84822861366,0.25905959868224,0.225816112608565,13.7866127583109
"I7-5600U @ 2.60GHz",0.15,12,4,17.25,1.71647399315482,1.71013116489099,16.3612940026076,1,1,1,0.625957,135386.352020861,3.91686277705346,1629.20801975473,0.252118644067797,0.234028683181226,13.3689700130378
"I7-5600U @ 2.60GHz",0.15,12,4,23,1.7276228990947,1.72371881564385,16.2202678571429,1,1,1,0.6265205,140092.642857143,3.99428571428571,1887.47297015179,0.258928571428571,0.25,15.5892857142857
"I7-5600U @ 2.60GHz",0.15,12,4,28.75,1.58805136684905,1.55930894704651,16.6463051948052,1,1,1,0.5373165,118036.767316017,3.88069264069264,2824.78024153009,0.243073593073593,0.242207792207792,13.230303030303
"I7-5600U @ 2.60GHz",0.15,12,14,2.3,1.76873753066905,1.75349259694451,22.9762844387755,0.844802089097202,0.819645316958522,0.752726130009716,0.6341865,65514.743622449,3.77029336734694,2237.16550990561,0.258928571428571,0.218112244897959,14.0522959183673
"I7-5600U @ 2.60GHz",0.15,12,14,5.75,1.6105234278558,1.60207077557361,22.2434313186813,0.846172602388665,0.844089489718203,0.840012566641279,0.6131805,107174.612912088,4.27377197802198,1651.90944476374,0.249313186813187,0.23543956043956,15.429532967033
"I7-5600U @ 2.60GHz",0.15,12,14,11.5,1.60000975466063,1.58602043156256,22.2362853107345,1,1,1,0.6072825,124777.124152542,4.04299717514124,2316.63271401511,0.25225988700565,0.218220338983051,14.4518361581921
"I7-5600U @ 2.60GHz",0.15,12,14,17.25,1.69540851411719,1.68818050201363,23.9794588068182,1,1,1,0.5782725,129659.069602273,3.64601136363636,2773.20404252259,0.253551136363636,0.2171875,13.9534090909091
"I7-5600U @ 2.60GHz",0.15,12,14,23,1.73521603432543,1.73228845102988,22.4144535714286,1,1,1,0.643671,141336.64,3.95909642857143,2794.7514453125,0.265,0.205,14.2589285714286
"I7-5600U @ 2.60GHz",0.15,12,14,28.75,1.64244112034372,1.62263576105949,21.645943852459,1,1,1,0.626591,126355.044496487,4.21986533957845,1683.05053067506,0.255415690866511,0.273272833723653,14.7018442622951
"I7-5600U @ 2.60GHz",0.15,14,-16,2.3,0,0,1.85796322999279,1,1,1,1,0,3.1569935111752,139.973684210526,0.140861571737563,0.134282624369142,7.26180605623648
"I7-5600U @ 2.60GHz",0.15,14,-16,5.75,0,0,1.93848069738481,1,1,1,1,0,3.26721223981498,146.603896103896,0.133428215619996,0.133428215619996,7.0825475893969
"I7-5600U @ 2.60GHz",0.15,14,-16,11.5,0,0,2.17429577464789,1,1,1,1,0,3.66197183098592,161.542253521127,0.140845070422535,0.0985915492957746,7.1056338028169
"I7-5600U @ 2.60GHz",0.15,14,-16,17.25,0.0015738987178336,5.06147123157553e-05,5.25404166666667,1,1,1,1,53519.375,7.92291666666667,4551.19965819444,0.291666666666667,0.416666666666667,16.0694444444444
"I7-5600U @ 2.60GHz",0.15,14,-16,23,0,0,1.99352112676056,1,1,1,1,0,3.38028169014085,145.647887323944,0.154929577464789,0.112676056338028,8.02816901408451
"I7-5600U @ 2.60GHz",0.15,14,-16,28.75,0,0,2.05243243243243,1,1,1,1,0,3.51351351351351,156.378378378378,0.148648648648649,0.121621621621622,8.28378378378378
"I7-5600U @ 2.60GHz",0.15,14,-15,2.3,0.0118073982393057,0.00107446277822628,6.58379411764706,1,1,1,1,36758.8235294118,7.47647058823529,3595.85746785294,0.235294117647059,0.235294117647059,13.5588235294118
"I7-5600U @ 2.60GHz",0.15,14,-15,5.75,0.00312561485761795,0.00012631582271469,1.89416216216216,1,1,1,1,218.783783783784,2.21864864864865,329.210810810811,0.189189189189189,0.297297297297297,14.3513513513514
"I7-5600U @ 2.60GHz",0.15,14,-15,11.5,0.00533592574170009,0.000287995992055777,2.90447368421053,1,1,1,1,3564.26315789474,3.11921052631579,1225.08261718421,0.184210526315789,0.289473684210526,13
"I7-5600U @ 2.60GHz",0.15,14,-15,17.25,0.00173176905804171,0.000819642835868905,3.13677419354839,1,1,1,1,36913.7741935484,6.58161290322581,1756.19710180645,0.290322580645161,0.290322580645161,17.4838709677419
"I7-5600U @ 2.60GHz",0.15,14,-15,23,0.000412973531045312,0.000409369922571967,3.20258333333333,1,1,1,1,92380,7.48916666666667,2418.855957,0.25,0.416666666666667,14.9166666666667
"I7-5600U @ 2.60GHz",0.15,14,-15,28.75,0.0188506228871744,0.000456471427337183,4.47728378378378,1,1,1,1,11717.7972972973,5.37864864864865,5042.27762352703,0.202702702702703,0.27027027027027,13.0540540540541
"I7-5600U @ 2.60GHz",0.15,14,-14,2.3,0.00595024660061239,0.000123697364649495,4.72758620689655,1,1,1,1,8571.58620689655,4.1748275862069,1798.76445313793,0.241379310344828,0.344827586206897,16.6896551724138
"I7-5600U @ 2.60GHz",0.15,14,-14,5.75,0.000698770275820451,0.000121771517164253,0.729773333333333,1,1,1,1,2484.32,0.954533333333333,249.023841146667,0.16,0.146666666666667,8.46666666666667
"I7-5600U @ 2.60GHz",0.15,14,-14,11.5,0.00100790609904959,2.14774511213003e-05,1.4896,1,1,1,1,1185.23333333333,1.78566666666667,672.661458333333,0.2,0.2,11.9333333333333
"I7-5600U @ 2.60GHz",0.15,14,-14,17.25,0,0,3.755,1,1,1,1,15039,10,2763.58072916667,0.333333333333333,0.166666666666667,18
"I7-5600U @ 2.60GHz",0.15,14,-14,23,0.00264553252161025,0.00056414118943618,2.00285714285714,1,1,1,1,23335.4,2.43457142857143,769.130697542857,0.2,0.285714285714286,12.9142857142857
"I7-5600U @ 2.60GHz",0.15,14,-14,28.75,0.0110483217677315,0.000546560087449614,7.5151724137931,1,1,1,1,51923.3793103448,6.77586206896552,2038.3005387931,0.241379310344828,0.379310344827586,17.3793103448276
"I7-5600U @ 2.60GHz",0.15,14,-13,2.3,0.00118113453199771,3.09805778884645e-05,0.977774647887324,1,1,1,1,1694.92957746479,1.42492957746479,396.122799295775,0.154929577464789,0.211267605633803,10.0845070422535
"I7-5600U @ 2.60GHz",0.15,14,-13,5.75,0.0031207189687952,0.00077129075302388,2.53397222222222,1,1,1,1,591.638888888889,2.96083333333333,619.410123694445,0.25,0.361111111111111,15.6944444444444
"I7-5600U @ 2.60GHz",0.15,14,-13,11.5,0.00893918989892355,0.00147642324436528,7.05669230769231,1,1,1,1,37370.2307692308,7.57038461538462,3179.34621392308,0.230769230769231,0.230769230769231,12.3846153846154
"I7-5600U @ 2.60GHz",0.15,14,-13,17.25,0.00379691626194517,0.000124444221083022,2.64036111111111,1,1,1,1,1264.75,2.18666666666667,451.377777777778,0.194444444444444,0.305555555555556,15.8333333333333
"I7-5600U @ 2.60GHz",0.15,14,-13,23,0.0010078111113476,2.1475427030238e-05,2.28032258064516,1,1,1,1,3881.03225806452,2.03225806451613,1738.95888987097,0.193548387096774,0.387096774193548,14.9677419354839
"I7-5600U @ 2.60GHz",0.15,14,-13,28.75,0.0010178209684675,2.16887268775418e-05,1.7203125,1,1,1,1,8776.3125,2.233125,961.66096190625,0.21875,0.34375,17.625
"I7-5600U @ 2.60GHz",0.15,14,-12,2.3,0.0132977375867352,0.00555837585852619,4.92083333333333,1,1,1,1,31080.7222222222,4.01805555555555,1513.95756294444,0.222222222222222,0.416666666666667,19.6944444444444
"I7-5600U @ 2.60GHz",0.15,14,-12,5.75,0.034276923896007,0.00948893919146641,8.63275,1,1,1,1,56561.765625,5.82234375,1703.39526671875,0.234375,0.3125,17.078125
"I7-5600U @ 2.60GHz",0.15,14,-12,11.5,0.00992976711663264,0.00882183261106862,2.50625,1,1,1,1,34740.0357142857,4.30535714285714,1215.63084194643,0.232142857142857,0.214285714285714,13.0178571428571
"I7-5600U @ 2.60GHz",0.15,14,-12,17.25,0.46960925432694,0.434941250635401,3.69087096774194,1,1,1,0.763659,102142.435483871,7.47903225806452,3262.79934790323,0.274193548387097,0.32258064516129,15.3709677419355
"I7-5600U @ 2.60GHz",0.15,14,-12,23,0.00956772586513288,0.0020485175939354,7.38037037037037,1,1,1,1,37620.5925925926,6.12074074074074,1805.63552518519,0.222222222222222,0.555555555555556,15.0740740740741
"I7-5600U @ 2.60GHz",0.15,14,-11,2.3,0.714922885179198,0.684539946378963,5.61425396825397,0.830762142066129,0.820987317407583,0.782907600257445,0.7874875,82693.2142857143,7.98626984126984,1891.53953373016,0.326984126984127,0.342857142857143,19.1222222222222
"I7-5600U @ 2.60GHz",0.15,14,-11,5.75,0.464691779782195,0.463825306154976,2.11066461267606,1,1,1,0.6020905,27863.3439700704,2.9271963028169,1020.17077748724,0.215008802816901,0.283010563380282,13.3776408450704
"I7-5600U @ 2.60GHz",0.15,14,-11,11.5,0.831595034408198,0.800286696419523,5.3265628968254,1,1,1,0.670956,86367.4494047619,5.46623015873016,3564.89411232837,0.25,0.263888888888889,14.5912698412698
"I7-5600U @ 2.60GHz",0.15,14,-11,17.25,0.563963920968189,0.523131971695105,6.83639360730594,1,1,1,0.717606,80921.3780821918,6.26865753424658,2916.10707765913,0.223287671232877,0.357534246575342,15.7915525114155
"I7-5600U @ 2.60GHz",0.15,14,-11,23,0.68304001059899,0.643169222319141,5.36455509337861,1,1,1,0.755146,65820.4622241087,5.18972835314092,1532.31571900764,0.294991511035654,0.40025466893039,19.4966044142615
"I7-5600U @ 2.60GHz",0.15,14,-11,28.75,0.893029585104238,0.884630382859888,3.82342294926505,1,1,1,0.5064015,74019.6986723566,4.16464675201517,1871.43916765872,0.221431958274064,0.23221906116643,12.5860597439545
"I7-5600U @ 2.60GHz",0.15,14,-10,2.3,1.90173553191733,1.83248984239143,7.8142275862069,0.498692953842105,0.485805418392951,0.418563116441512,0.572963,31660.8103448276,4.82706896551724,8093.7093042931,0.241379310344828,0.293103448275862,13.3275862068966
"I7-5600U @ 2.60GHz",0.15,14,-10,5.75,1.26677584029528,1.25598759810035,3.23604285714286,1,1,1,0.448563,44509.6,3.26228571428571,1480.275,0.228571428571429,0.214285714285714,12.8285714285714
"I7-5600U @ 2.60GHz",0.15,14,-10,11.5,1.40676230693876,1.38578839828791,9.63547,1,1,1,0.52704,65151.7714285714,4.79128571428571,1218.55,0.228571428571429,0.171428571428571,12.5428571428571
"I7-5600U @ 2.60GHz",0.15,14,-10,17.25,1.5141187709459,1.5011304997278,7.70474516129032,1,1,1,0.59027,109668.532258065,5.15967741935484,1962.13626512903,0.258064516129032,0.258064516129032,14.5161290322581
"I7-5600U @ 2.60GHz",0.15,14,-10,23,1.57899696619468,1.57405352031914,6.47242,1,1,1,0.698933,129358.22,5.8542,2066.67152344,0.3,0.26,16.8
"I7-5600U @ 2.60GHz",0.15,14,-10,28.75,1.55632104817811,1.52976993020681,6.8997064516129,1,1,1,0.607797,110276.129032258,5.53532258064516,2081.38167841935,0.258064516129032,0.241935483870968,15.1129032258065
"I7-5600U @ 2.60GHz",0.15,14,-9,2.3,1.79394492119979,1.71417586837691,10.1353693548387,0.310105212335019,0.301561052027713,0.267633158289572,0.528746,22827.2741935484,4.1058064516129,2822.1608241129,0.209677419354839,0.290322580645161,12.4193548387097
"I7-5600U @ 2.60GHz",0.15,14,-9,5.75,1.78613739225594,1.75740362253449,7.72666101694915,0.812941498086386,0.808890600924499,0.799477795237151,0.596966,78424.1355932203,4.84864406779661,2729.4014830678,0.271186440677966,0.152542372881356,14.9830508474576
"I7-5600U @ 2.60GHz",0.15,14,-9,11.5,1.85012997002599,1.84703396940679,7.17372,1,1,1,0.68565,130790.88,5.2742,1197.29105468,0.3,0.12,16.82
"I7-5600U @ 2.60GHz",0.15,14,-9,17.25,1.51754220533519,1.51478952578954,4.38765625,1,1,1,0.50556,83225.015625,3.39015625,1436.69659423437,0.234375,0.140625,13.390625
"I7-5600U @ 2.60GHz",0.15,14,-9,23,0.455966634739156,0.401443223889908,4.23433275862069,1,1,1,0.803705,110727.051724138,7.19051724137931,3076.74158134483,0.275862068965517,0.379310344827586,15.8275862068966
"I7-5600U @ 2.60GHz",0.15,14,-9,28.75,1.71472814516756,1.66877830275449,7.47882419354839,1,1,1,0.58461,116995.983870968,4.97,2986.28625883871,0.258064516129032,0.290322580645161,14.1774193548387
"I7-5600U @ 2.60GHz",0.15,14,-8,2.3,2.04676805106656,1.94638347005779,8.30827487445072,0.378765542388655,0.372476739013966,0.342815505856841,0.5523605,26529.2677338355,3.44498430634024,1869.44509843754,0.221280602636535,0.212806026365348,12.3940677966102
"I7-5600U @ 2.60GHz",0.15,14,-8,5.75,1.82804268356773,1.81399537969834,8.84053690541279,0.855502540959399,0.854176767047946,0.851219245489338,0.585461,85821.8369327501,4.48278977583379,3925.35242715227,0.24808638600328,0.231957353745216,13.6305358119191
"I7-5600U @ 2.60GHz",0.15,14,-8,11.5,1.7722692226483,1.73105578375236,8.58496670673077,1,1,1,0.552981,113452.405649038,4.41092908653846,4251.53829580649,0.240384615384615,0.224519230769231,13.1358173076923
"I7-5600U @ 2.60GHz",0.15,14,-8,17.25,1.61544009621513,1.60662569946274,10.6750548552754,1,1,1,0.5438695,99525.7289915966,4.24262138188609,4141.15322132738,0.236694677871148,0.180555555555556,13.0337301587302
"I7-5600U @ 2.60GHz",0.15,14,-8,23,1.72341974436588,1.71181813322486,6.73074099318403,1,1,1,0.4506885,99524.4392405063,3.4774858812074,3784.55457377322,0.224342745861733,0.267770204479065,13.5212268743914
"I7-5600U @ 2.60GHz",0.15,14,-8,28.75,1.75530034024924,1.75016238192488,8.96741947115385,1,1,1,0.609574,124165.218149038,4.52771033653846,2663.82078329988,0.2578125,0.2109375,14.3407451923077
"I7-5600U @ 2.60GHz",0.15,14,-7,2.3,1.96797646912136,1.8837804997299,8.45496513687601,0.372829686788714,0.364528159052645,0.33784959792925,0.502173,27515.8458132045,3.06980676328502,4148.72989632327,0.21256038647343,0.227053140096618,11.7753623188406
"I7-5600U @ 2.60GHz",0.15,14,-7,5.75,1.85057645581493,1.82614274102616,9.40983793103448,0.841745409428941,0.829886953668703,0.818481937602627,0.5712545,80987.2986737401,4.18731830238727,4243.82960641684,0.244694960212202,0.228381962864722,13.3852785145889
"I7-5600U @ 2.60GHz",0.15,14,-7,11.5,1.78233623485981,1.74405088055893,10.5518472505892,1,1,1,0.490768,107590.576394344,4.03211508248233,5874.23461856078,0.231245090337785,0.244402985074627,13.3679300864101
"I7-5600U @ 2.60GHz",0.15,14,-7,17.25,1.25282114608046,1.22868985572163,7.24888146551724,1,1,1,0.6744295,117699.217672414,5.55825431034483,3241.21825094343,0.254310344827586,0.255118534482759,14.2203663793103
"I7-5600U @ 2.60GHz",0.15,14,-7,23,1.63997616445273,1.62613243267635,10.9993681318681,1,1,1,0.534635,102716.618681319,4.1856978021978,2437.02554087088,0.222527472527473,0.215384615384615,12.5423076923077
"I7-5600U @ 2.60GHz",0.15,14,-7,28.75,1.89325176018266,1.87724512650007,9.7143327090301,1,1,1,0.6081615,127149.883444816,4.18022909698997,3533.33487471003,0.267558528428094,0.259866220735786,15.0558528428094
"I7-5600U @ 2.60GHz",0.15,14,-6,2.3,1.73555048533581,1.67144518094063,9.00441867565401,0.434917458431542,0.427463635954982,0.366858733672246,0.63649575,33171.8172105788,4.69220698683956,2016.72476433633,0.220607743306052,0.25989610047962,12.343639909723
"I7-5600U @ 2.60GHz",0.15,14,-6,5.75,1.78387967434818,1.72855714518941,9.86145902728019,0.821829694730557,0.817611531534927,0.810729811104819,0.5621075,79912.2256997313,4.15177616062099,2842.84982250495,0.249736901030004,0.224613748320645,13.8203388565458
"I7-5600U @ 2.60GHz",0.15,14,-6,11.5,1.64866908743796,1.61159791703674,9.33813539321834,1,1,1,0.5846385,113449.070302942,4.41532201696436,2940.17447305019,0.250603985706712,0.254267022979365,14.0427796341041
"I7-5600U @ 2.60GHz",0.15,14,-6,17.25,1.56565061439248,1.53362343925025,9.83319515658652,1,1,1,0.56905725,105173.924527564,4.33832734030915,3080.37373612497,0.252695450651399,0.242023827980281,13.9365734786435
"I7-5600U @ 2.60GHz",0.15,14,-6,23,1.55794994308763,1.54530060640076,9.30862991952679,1,1,1,0.59988675,116753.520672845,4.21257905461173,2554.34557392723,0.248785593919802,0.249217621569572,14.03562401128
"I7-5600U @ 2.60GHz",0.15,14,-6,28.75,1.76463264796304,1.73371388406431,10.5575599588967,1,1,1,0.561735,112891.243034186,4.06317276531459,2734.46344207236,0.245456717166588,0.225066605450454,14.0971429612756
"I7-5600U @ 2.60GHz",0.15,14,-5,2.3,1.88809640726517,1.74487478190006,12.7951375,0.303616288345972,0.296360382062033,0.271360382062033,0.506537,34073.4375,3.44828125,2244.79133301563,0.21875,0.265625,12.796875
"I7-5600U @ 2.60GHz",0.15,14,-5,5.75,2.06217857629799,2.05677616928955,10.0192452830189,1,1,0.952862688453552,0.63066,86883.1698113208,4.07924528301887,2921.08276828302,0.264150943396226,0.264150943396226,14.3584905660377
"I7-5600U @ 2.60GHz",0.15,14,-5,11.5,1.91911868667033,1.88587332757312,10.1804918032787,1,1,1,0.57146,123914.393442623,3.96901639344262,3031.5767962459,0.245901639344262,0.245901639344262,13.9344262295082
"I7-5600U @ 2.60GHz",0.15,14,-5,17.25,2.01381844056182,2.00819340947955,9.6038,1,1,1,0.61815,134414,4.21160714285714,3658.341727125,0.267857142857143,0.267857142857143,14.5535714285714
"I7-5600U @ 2.60GHz",0.15,14,-5,23,1.64974071267842,1.63952574728052,11.3068115942029,1,1,1,0.516658,107932.898550725,3.95884057971014,3345.15664062319,0.231884057971014,0.231884057971014,12.9420289855072
"I7-5600U @ 2.60GHz",0.15,14,-5,28.75,1.7665708172838,1.76551872588163,6.13912280701754,1,1,1,0.54904,85129.6842105263,2.76842105263158,430.210526315789,0.245614035087719,0.192982456140351,13.2631578947368
"I7-5600U @ 2.60GHz",0.15,14,-4,2.3,2.20958215535572,2.12047276954378,11.5568421052632,0.429577199200408,0.420097883764739,0.388613096855446,0.562666,31277.2280701754,3.26140350877193,5133.43575249123,0.228070175438596,0.228070175438596,12.1228070175439
"I7-5600U @ 2.60GHz",0.15,14,-4,5.75,1.92022320133949,1.88692280761681,11.3661428571429,0.76784632034632,0.747438311688312,0.732800865800866,0.487687,70117.0714285714,3.51285714285714,2131.91234652857,0.228571428571429,0.285714285714286,13.2571428571429
"I7-5600U @ 2.60GHz",0.15,14,-4,11.5,1.67037353469824,1.60824723537333,10.311747761194,1,1,1,0.553399,110730.313432836,4.09179104477612,2029.34716067164,0.238805970149254,0.283582089552239,13.4029850746269
"I7-5600U @ 2.60GHz",0.15,14,-4,17.25,1.74797613938767,1.74558013528023,6.54231884057971,1,1,1,0.45891,90429.7971014493,2.75666666666667,2347.81797724638,0.202898550724638,0.260869565217391,12.4057971014493
"I7-5600U @ 2.60GHz",0.15,14,-4,23,0.775023331988143,0.717309797592607,7.60751971830986,1,1,1,0.655763,93611.2676056338,5.66802816901409,2486.6543243662,0.23943661971831,0.267605633802817,13.3661971830986
"I7-5600U @ 2.60GHz",0.15,14,-4,28.75,1.92061526666027,1.85385845796517,10.8397142857143,1,1,1,0.492382,109437.7,3.59942857142857,2063.31372768571,0.228571428571429,0.257142857142857,13.9428571428571
"I7-5600U @ 2.60GHz",0.15,14,-3,2.3,2.28610578142239,2.17063818574462,13.0824528301887,0.398652523592336,0.387951865372854,0.36154605571875,0.568053,27229.7358490566,2.69490566037736,566.883512679245,0.207547169811321,0.207547169811321,11.6037735849057
"I7-5600U @ 2.60GHz",0.15,14,-3,5.75,2.19978682311759,2.19763071839435,11.1448275862069,0.980494601184256,0.980494601184256,0.980494601184256,0.595555,91011.224137931,3.74810344827586,2607.47216798276,0.258620689655172,0.258620689655172,14.2758620689655
"I7-5600U @ 2.60GHz",0.15,14,-3,11.5,2.12289823720186,2.11315335495252,11.4822413793103,1,1,1,0.585018,132206.206896552,3.58724137931035,1995.27229256897,0.241379310344828,0.241379310344828,12.7586206896552
